merchant_id,merchant_name,business_category,merchant_tier,onboard_date,state,city,kyc_status,risk_category,account_manager_id,monthly_gmv_band,is_active,churn_date,created_at
MER00170,QuickMart Retail577,E-Commerce,Gold,2021-09-11,Karnataka,Hubli,Rejected,High,AM014,<1L,TRUE,,2021-09-11 00:00:00
MER00171,QuickFix Services263,Logistics,Silver,2022-08-15,Andhra Pradesh,Vijayawada,Verified,Medium,AM016,10L-1Cr,TRUE,,2022-08-15 00:00:00
MER00172,GrocerFast App123,Logistics,Bronze,2022-06-02,Karnataka,Mysuru,Verified,Low,AM010,1L-10L,TRUE,,2022-06-02 00:00:00
MER00173,AgroLink Farms963,EdTech,Bronze,2021-10-20,Punjab,Patiala,Verified,Low,AM012,10L-1Cr,TRUE,,2021-10-20 00:00:00
MER00174,EduPath Learning146,Insurance,Platinum,2022-07-30,Rajasthan,Udaipur,Verified,Medium,AM018,<1L,TRUE,,2022-07-30 00:00:00
MER00175,TechNation Cloud796,FMCG,Gold,2021-04-10,Haryana,Ambala,Verified,Low,AM017,1L-10L,TRUE,,2021-04-10 00:00:00
MER00176,LearnNow EdTech146,Insurance,Gold,2021-12-08,Maharashtra,Thane,Verified,High,AM005,1L-10L,TRUE,,2021-12-08 00:00:00
MER00177,TechNation Cloud426,SaaS,Silver,2022-09-24,Tamil Nadu,Madurai,Verified,Medium,AM016,10L-1Cr,TRUE,,2022-09-24 00:00:00
MER00178,PlayStream Media586,Travel,Platinum,2021-12-06,Andhra Pradesh,Guntur,Verified,Medium,AM001,1L-10L,TRUE,,2021-12-06 00:00:00
MER00179,SafeShield Insurance771,E-Commerce,Bronze,2022-08-16,Madhya Pradesh,Gwalior,Verified,Medium,AM020,10L-1Cr,TRUE,,2022-08-16 00:00:00
MER00180,HealthFirst Clinics251,EdTech,Bronze,2021-02-02,Andhra Pradesh,Vijayawada,Verified,Low,AM005,1L-10L,TRUE,,2021-02-02 00:00:00
MER00181,JetTravel Pvt Ltd520,E-Commerce,Bronze,2022-04-28,Uttar Pradesh,Kanpur,Verified,Medium,AM016,1L-10L,TRUE,,2022-04-28 00:00:00
MER00182,ByteCart Technologies277,SaaS,Bronze,2021-12-17,West Bengal,Siliguri,Verified,Low,AM018,<1L,TRUE,,2021-12-17 00:00:00
MER00183,PlayStream Media889,FMCG,Bronze,2022-12-08,Telangana,Nizamabad,Verified,High,AM009,<1L,TRUE,,2022-12-08 00:00:00
MER00184,FinSecure Broking792,HealthTech,Silver,2022-02-09,Uttar Pradesh,Agra,Verified,Critical,AM003,1L-10L,TRUE,,2022-02-09 00:00:00
MER00185,DataDrive Analytics771,Insurance,Bronze,2021-08-08,Telangana,Karimnagar,Pending,Medium,AM005,<1L,TRUE,,2021-08-08 00:00:00
MER00186,StreamZone OTT700,Logistics,Gold,2022-11-17,Delhi,Dwarka,Verified,Low,AM016,<1L,TRUE,,2022-11-17 00:00:00
MER00187,LeapEdu Platform240,Retail,Bronze,2021-06-11,Maharashtra,Thane,Verified,Medium,AM010,1L-10L,TRUE,,2021-06-11 00:00:00
MER00188,PharmaEase Health160,Insurance,Bronze,2022-10-30,Bihar,Patna,Pending,Low,AM006,>1Cr,TRUE,,2022-10-30 00:00:00
MER00189,LearnNow EdTech956,SaaS,Bronze,2021-07-10,Rajasthan,Jaipur,Verified,Medium,AM004,>1Cr,TRUE,,2021-07-10 00:00:00
MER00190,ByteCart Technologies391,HealthTech,Bronze,2022-07-11,West Bengal,Siliguri,Verified,High,AM011,<1L,TRUE,,2022-07-11 00:00:00
MER00191,DataDrive Analytics763,SaaS,Bronze,2021-01-15,Telangana,Warangal,Verified,High,AM013,10L-1Cr,TRUE,,2021-01-15 00:00:00
MER00192,SkyFly Travels435,HealthTech,Silver,2021-04-08,Karnataka,Mangaluru,Verified,Low,AM009,1L-10L,TRUE,,2021-04-08 00:00:00
MER00193,DataDrive Analytics871,Media & Entertainment,Bronze,2021-11-06,Telangana,Hyderabad,Verified,Low,AM008,<1L,TRUE,,2021-11-06 00:00:00
MER00194,SwiftLog Solutions576,SaaS,Gold,2022-12-04,Telangana,Hyderabad,Verified,High,AM012,1L-10L,TRUE,,2022-12-04 00:00:00
MER00195,QuickMart Retail236,FMCG,Gold,2023-02-05,West Bengal,Siliguri,Verified,High,AM018,10L-1Cr,TRUE,,2023-02-05 00:00:00
MER00196,MegaMall Retail323,EdTech,Gold,2023-02-12,Madhya Pradesh,Gwalior,Verified,Low,AM019,<1L,TRUE,,2023-02-12 00:00:00
MER00197,MegaMall Retail660,HealthTech,Silver,2022-08-10,Bihar,Muzaffarpur,Pending,Low,AM007,10L-1Cr,TRUE,,2022-08-10 00:00:00
MER00198,GrocerFast App193,Insurance,Silver,2023-04-09,Bihar,Bhagalpur,Verified,Low,AM015,10L-1Cr,FALSE,2023-10-21,2023-04-09 00:00:00
MER00199,PlayStream Media840,Media & Entertainment,Silver,2023-04-17,Maharashtra,Mumbai,Verified,Low,AM003,1L-10L,FALSE,2024-01-25,2023-04-17 00:00:00
MER00200,LearnNow EdTech170,HealthTech,Silver,2021-10-21,Bihar,Bhagalpur,Verified,High,AM015,10L-1Cr,TRUE,,2021-10-21 00:00:00
MER00201,PrintPro Design486,HealthTech,Gold,2022-11-09,Rajasthan,Udaipur,Verified,Critical,AM013,1L-10L,TRUE,,2022-11-09 00:00:00
MER00202,StreamZone OTT328,Retail,Platinum,2021-01-24,Andhra Pradesh,Nellore,Verified,High,AM008,1L-10L,TRUE,,2021-01-24 00:00:00
MER00203,CloudSuite SaaS382,E-Commerce,Bronze,2023-01-13,Delhi,Noida,Verified,High,AM001,<1L,TRUE,,2023-01-13 00:00:00
MER00204,MediQuick Health203,E-Commerce,Platinum,2022-09-05,Haryana,Faridabad,Verified,Low,AM008,1L-10L,TRUE,,2022-09-05 00:00:00
MER00205,LeapEdu Platform984,Logistics,Platinum,2022-05-31,Madhya Pradesh,Jabalpur,Verified,Medium,AM011,<1L,TRUE,,2022-05-31 00:00:00
MER00206,AgroLink Farms246,E-Commerce,Silver,2022-02-28,Punjab,Ludhiana,Verified,Low,AM016,<1L,TRUE,,2022-02-28 00:00:00
MER00207,EduPath Learning758,Travel,Silver,2022-06-22,Punjab,Patiala,Verified,Low,AM018,1L-10L,TRUE,,2022-06-22 00:00:00
MER00208,QuickFix Services330,E-Commerce,Bronze,2021-05-28,Telangana,Nizamabad,Rejected,Medium,AM005,1L-10L,TRUE,,2021-05-28 00:00:00
MER00209,SafeShield Insurance308,EdTech,Bronze,2022-04-06,Gujarat,Surat,Verified,Low,AM020,1L-10L,TRUE,,2022-04-06 00:00:00
MER00210,QuickFix Services174,Insurance,Bronze,2022-08-25,Delhi,Dwarka,Verified,High,AM011,1L-10L,TRUE,,2022-08-25 00:00:00
MER00211,PrintPro Design115,Retail,Bronze,2023-01-30,Delhi,Dwarka,Verified,Medium,AM013,>1Cr,TRUE,,2023-01-30 00:00:00
MER00212,StyleHub Fashion429,FMCG,Silver,2022-04-23,Madhya Pradesh,Jabalpur,Verified,Medium,AM016,1L-10L,TRUE,,2022-04-23 00:00:00
MER00213,DevOps360 SaaS839,FMCG,Bronze,2021-11-24,West Bengal,Durgapur,Verified,Medium,AM008,10L-1Cr,TRUE,,2021-11-24 00:00:00
MER00214,ShopKart India367,SaaS,Bronze,2022-08-17,Uttar Pradesh,Kanpur,Verified,Low,AM019,10L-1Cr,TRUE,,2022-08-17 00:00:00
MER00215,GrocerFast App663,Retail,Bronze,2021-12-12,Punjab,Patiala,Verified,Medium,AM012,<1L,TRUE,,2021-12-12 00:00:00
MER00216,StreamZone OTT659,E-Commerce,Gold,2022-07-10,West Bengal,Kolkata,Pending,Low,AM002,10L-1Cr,TRUE,,2022-07-10 00:00:00
MER00217,CargoExpress Logistics240,E-Commerce,Bronze,2021-03-11,Andhra Pradesh,Vijayawada,Verified,Low,AM020,1L-10L,TRUE,,2021-03-11 00:00:00
MER00218,PrintPro Design731,Insurance,Silver,2022-05-15,Bihar,Bhagalpur,Verified,Medium,AM009,1L-10L,FALSE,2024-01-09,2022-05-15 00:00:00
MER00219,PlayStream Media117,HealthTech,Bronze,2022-11-22,Uttar Pradesh,Lucknow,Pending,Medium,AM008,<1L,TRUE,,2022-11-22 00:00:00
MER00220,SkyFly Travels358,FMCG,Silver,2023-03-26,Andhra Pradesh,Nellore,Verified,Low,AM008,<1L,TRUE,,2023-03-26 00:00:00
MER00221,MegaMall Retail968,E-Commerce,Bronze,2023-05-29,Karnataka,Bengaluru,Verified,Low,AM016,<1L,TRUE,,2023-05-29 00:00:00
MER00222,ShopKart India819,FMCG,Gold,2023-05-16,Tamil Nadu,Chennai,Pending,High,AM008,<1L,TRUE,,2023-05-16 00:00:00
MER00223,QuickFix Services808,SaaS,Silver,2021-10-05,Bihar,Patna,Verified,High,AM001,>1Cr,FALSE,2022-02-18,2021-10-05 00:00:00
MER00224,FinSecure Broking247,EdTech,Bronze,2023-04-21,Madhya Pradesh,Jabalpur,Verified,Low,AM013,10L-1Cr,TRUE,,2023-04-21 00:00:00
MER00225,StyleHub Fashion439,EdTech,Bronze,2021-05-24,Rajasthan,Udaipur,Verified,Low,AM003,1L-10L,TRUE,,2021-05-24 00:00:00
MER00226,LeapEdu Platform728,SaaS,Silver,2023-03-04,Haryana,Hisar,Verified,Low,AM013,1L-10L,TRUE,,2023-03-04 00:00:00
MER00227,RapidShip Courier699,Logistics,Silver,2023-03-02,Punjab,Amritsar,Verified,Low,AM005,10L-1Cr,TRUE,,2023-03-02 00:00:00
MER00228,ByteCart Technologies469,SaaS,Gold,2021-11-12,Karnataka,Bengaluru,Verified,Low,AM015,1L-10L,TRUE,,2021-11-12 00:00:00
MER00229,SkyFly Travels517,Media & Entertainment,Platinum,2021-12-29,Karnataka,Hubli,Pending,Low,AM014,1L-10L,TRUE,,2021-12-29 00:00:00
MER00230,MediQuick Health842,HealthTech,Silver,2021-09-06,Bihar,Bhagalpur,Verified,Low,AM009,1L-10L,TRUE,,2021-09-06 00:00:00
MER00231,MediQuick Health271,EdTech,Gold,2021-11-03,Rajasthan,Udaipur,Verified,Low,AM016,1L-10L,TRUE,,2021-11-03 00:00:00
MER00232,JetTravel Pvt Ltd568,FMCG,Gold,2021-01-07,Karnataka,Mangaluru,Verified,Low,AM011,1L-10L,TRUE,,2021-01-07 00:00:00
MER00233,MegaMall Retail980,Media & Entertainment,Bronze,2021-05-20,Punjab,Ludhiana,Verified,Low,AM013,>1Cr,TRUE,,2021-05-20 00:00:00
MER00234,PlayStream Media852,FMCG,Bronze,2022-08-13,Kerala,Thrissur,Verified,Medium,AM012,<1L,TRUE,,2022-08-13 00:00:00
MER00235,FinSecure Broking304,Insurance,Bronze,2021-07-04,Haryana,Gurugram,Rejected,Low,AM007,1L-10L,TRUE,,2021-07-04 00:00:00
MER00236,PlayStream Media951,Travel,Platinum,2023-05-19,Kerala,Thrissur,Verified,Low,AM009,10L-1Cr,TRUE,,2023-05-19 00:00:00
MER00237,GreenMart Organic533,Retail,Silver,2022-04-05,Madhya Pradesh,Gwalior,Verified,High,AM014,1L-10L,TRUE,,2022-04-05 00:00:00
MER00238,DevOps360 SaaS468,EdTech,Bronze,2022-07-04,Kerala,Kochi,Verified,Medium,AM012,<1L,TRUE,,2022-07-04 00:00:00
MER00239,TechNation Cloud145,FMCG,Bronze,2022-11-25,Haryana,Hisar,Verified,Low,AM008,1L-10L,TRUE,,2022-11-25 00:00:00
MER00240,SkyFly Travels671,Travel,Bronze,2021-08-15,Haryana,Hisar,Verified,Medium,AM017,<1L,TRUE,,2021-08-15 00:00:00
MER00241,ShopKart India594,HealthTech,Silver,2021-03-29,Karnataka,Hubli,Verified,Low,AM007,1L-10L,TRUE,,2021-03-29 00:00:00
MER00242,EduPath Learning587,EdTech,Silver,2022-12-15,Karnataka,Hubli,Verified,Medium,AM001,10L-1Cr,TRUE,,2022-12-15 00:00:00
MER00243,PharmaEase Health211,HealthTech,Bronze,2023-01-29,Punjab,Ludhiana,Verified,Low,AM015,<1L,TRUE,,2023-01-29 00:00:00
MER00244,HealthFirst Clinics744,E-Commerce,Gold,2022-11-05,Tamil Nadu,Coimbatore,Verified,Low,AM001,10L-1Cr,TRUE,,2022-11-05 00:00:00
MER00245,JetTravel Pvt Ltd385,Insurance,Bronze,2023-03-27,Madhya Pradesh,Indore,Verified,Low,AM004,<1L,FALSE,2023-09-07,2023-03-27 00:00:00
MER00246,QuickFix Services601,Media & Entertainment,Bronze,2021-11-17,Uttar Pradesh,Varanasi,Verified,Low,AM015,1L-10L,TRUE,,2021-11-17 00:00:00
MER00247,MegaMall Retail789,HealthTech,Bronze,2022-09-22,Kerala,Kozhikode,Verified,Low,AM006,1L-10L,TRUE,,2022-09-22 00:00:00
MER00248,CloudSuite SaaS623,Travel,Silver,2021-05-22,Rajasthan,Jodhpur,Verified,Medium,AM006,1L-10L,TRUE,,2021-05-22 00:00:00
MER00249,GrocerFast App395,E-Commerce,Gold,2023-05-13,Tamil Nadu,Madurai,Rejected,Low,AM007,10L-1Cr,TRUE,,2023-05-13 00:00:00
MER00250,StyleHub Fashion617,Retail,Silver,2022-12-03,Punjab,Patiala,Verified,Medium,AM008,<1L,TRUE,,2022-12-03 00:00:00
MER00251,SafeShield Insurance330,Retail,Silver,2023-03-11,Uttar Pradesh,Lucknow,Verified,Low,AM018,10L-1Cr,TRUE,,2023-03-11 00:00:00
MER00252,EduPath Learning655,Insurance,Bronze,2023-02-18,Andhra Pradesh,Vijayawada,Rejected,Low,AM008,<1L,TRUE,,2023-02-18 00:00:00
MER00253,LearnNow EdTech560,EdTech,Silver,2023-04-17,Telangana,Warangal,Verified,Medium,AM012,10L-1Cr,TRUE,,2023-04-17 00:00:00
MER00254,TechNation Cloud747,Logistics,Gold,2021-05-23,Rajasthan,Jaipur,Verified,Medium,AM020,1L-10L,TRUE,,2021-05-23 00:00:00
MER00255,ByteCart Technologies820,Insurance,Silver,2021-10-01,Telangana,Hyderabad,Verified,Medium,AM014,>1Cr,TRUE,,2021-10-01 00:00:00
MER00256,SafeShield Insurance987,HealthTech,Gold,2023-06-06,Punjab,Jalandhar,Pending,Medium,AM013,1L-10L,TRUE,,2023-06-06 00:00:00
MER00257,FinSecure Broking747,EdTech,Silver,2022-01-20,Telangana,Nizamabad,Verified,Low,AM012,1L-10L,TRUE,,2022-01-20 00:00:00
MER00258,GrocerFast App435,EdTech,Platinum,2023-03-04,Haryana,Hisar,Verified,Medium,AM003,10L-1Cr,TRUE,,2023-03-04 00:00:00
MER00259,HealthFirst Clinics323,SaaS,Bronze,2022-05-22,Rajasthan,Udaipur,Verified,Low,AM016,10L-1Cr,TRUE,,2022-05-22 00:00:00
MER00260,AgroLink Farms798,Retail,Platinum,2021-04-12,Madhya Pradesh,Bhopal,Verified,High,AM015,1L-10L,TRUE,,2021-04-12 00:00:00
MER00261,CargoExpress Logistics307,SaaS,Bronze,2022-10-28,Kerala,Kochi,Verified,Low,AM012,10L-1Cr,TRUE,,2022-10-28 00:00:00
MER00262,PharmaEase Health269,Logistics,Silver,2021-11-09,Maharashtra,Thane,Verified,Medium,AM001,<1L,TRUE,,2021-11-09 00:00:00
MER00263,MediQuick Health235,E-Commerce,Gold,2022-11-28,Haryana,Ambala,Verified,Critical,AM014,10L-1Cr,TRUE,,2022-11-28 00:00:00
MER00264,GrocerFast App172,EdTech,Silver,2023-01-19,Delhi,Rohini,Verified,Low,AM013,10L-1Cr,TRUE,,2023-01-19 00:00:00
MER00265,LeapEdu Platform995,Insurance,Bronze,2022-11-25,Tamil Nadu,Chennai,Verified,Low,AM012,10L-1Cr,TRUE,,2022-11-25 00:00:00
MER00266,PharmaEase Health866,Logistics,Bronze,2022-09-23,Tamil Nadu,Chennai,Pending,Low,AM004,1L-10L,TRUE,,2022-09-23 00:00:00
MER00267,HealthFirst Clinics459,EdTech,Silver,2021-05-24,Rajasthan,Jodhpur,Verified,Medium,AM020,<1L,TRUE,,2021-05-24 00:00:00
MER00268,GreenMart Organic127,Insurance,Bronze,2023-06-16,Andhra Pradesh,Vijayawada,Verified,Low,AM002,10L-1Cr,TRUE,,2023-06-16 00:00:00
MER00269,DevOps360 SaaS345,Media & Entertainment,Silver,2021-09-04,West Bengal,Kolkata,Verified,Critical,AM012,>1Cr,TRUE,,2021-09-04 00:00:00
MER00270,CloudSuite SaaS496,HealthTech,Bronze,2022-03-07,Andhra Pradesh,Nellore,Rejected,Medium,AM001,1L-10L,TRUE,,2022-03-07 00:00:00
MER00271,ShopKart India368,Travel,Platinum,2021-03-03,Delhi,Rohini,Verified,Medium,AM014,1L-10L,TRUE,,2021-03-03 00:00:00
MER00272,HealthFirst Clinics184,EdTech,Silver,2022-09-23,Punjab,Jalandhar,Verified,High,AM005,1L-10L,TRUE,,2022-09-23 00:00:00
MER00273,HealthFirst Clinics700,EdTech,Bronze,2022-10-28,Punjab,Jalandhar,Verified,Medium,AM008,<1L,TRUE,,2022-10-28 00:00:00
MER00274,MediQuick Health544,EdTech,Silver,2022-09-16,Karnataka,Bengaluru,Verified,Medium,AM006,1L-10L,FALSE,2023-05-13,2022-09-16 00:00:00
MER00275,EduPath Learning635,FMCG,Bronze,2023-01-09,Uttar Pradesh,Kanpur,Verified,High,AM004,10L-1Cr,TRUE,,2023-01-09 00:00:00
MER00276,ShopKart India443,EdTech,Silver,2022-06-21,Madhya Pradesh,Gwalior,Verified,Low,AM016,10L-1Cr,FALSE,2024-04-01,2022-06-21 00:00:00
MER00277,FreshDeal FMCG476,EdTech,Gold,2021-04-16,Tamil Nadu,Coimbatore,Verified,Low,AM001,<1L,TRUE,,2021-04-16 00:00:00
MER00278,GrocerFast App472,E-Commerce,Bronze,2021-07-03,Rajasthan,Kota,Verified,Low,AM011,<1L,TRUE,,2021-07-03 00:00:00
MER00279,MediQuick Health685,HealthTech,Gold,2022-11-21,Gujarat,Surat,Verified,Critical,AM013,<1L,TRUE,,2022-11-21 00:00:00
MER00280,DataDrive Analytics986,Insurance,Bronze,2021-11-15,Telangana,Nizamabad,Verified,Low,AM019,10L-1Cr,TRUE,,2021-11-15 00:00:00
MER00281,StreamZone OTT737,Logistics,Silver,2022-08-29,Delhi,Dwarka,Verified,High,AM001,<1L,TRUE,,2022-08-29 00:00:00
MER00282,EduPath Learning751,E-Commerce,Bronze,2021-01-10,Andhra Pradesh,Nellore,Pending,Medium,AM004,<1L,TRUE,,2021-01-10 00:00:00
MER00283,QuickMart Retail529,EdTech,Bronze,2021-05-26,West Bengal,Kolkata,Pending,High,AM017,1L-10L,TRUE,,2021-05-26 00:00:00
MER00284,AgroLink Farms481,Insurance,Bronze,2021-03-28,West Bengal,Howrah,Verified,Low,AM019,1L-10L,TRUE,,2021-03-28 00:00:00
MER00285,CargoExpress Logistics778,Travel,Gold,2021-09-25,Tamil Nadu,Madurai,Verified,Low,AM003,>1Cr,TRUE,,2021-09-25 00:00:00
MER00286,CloudSuite SaaS898,Retail,Silver,2021-06-09,Madhya Pradesh,Gwalior,Verified,Low,AM012,>1Cr,TRUE,,2021-06-09 00:00:00
MER00287,JetTravel Pvt Ltd562,HealthTech,Silver,2023-05-23,Telangana,Karimnagar,Pending,Medium,AM002,<1L,TRUE,,2023-05-23 00:00:00
MER00288,QuickFix Services435,Travel,Gold,2021-09-12,Tamil Nadu,Chennai,Verified,Low,AM006,<1L,TRUE,,2021-09-12 00:00:00
MER00289,HealthFirst Clinics975,Retail,Silver,2022-07-18,West Bengal,Kolkata,Verified,Low,AM001,<1L,TRUE,,2022-07-18 00:00:00
MER00290,LeapEdu Platform327,EdTech,Gold,2022-02-15,Tamil Nadu,Madurai,Pending,Low,AM003,<1L,TRUE,,2022-02-15 00:00:00
MER00291,PharmaEase Health554,FMCG,Gold,2023-05-18,Madhya Pradesh,Bhopal,Verified,Low,AM006,>1Cr,TRUE,,2023-05-18 00:00:00
MER00292,CargoExpress Logistics941,Travel,Silver,2021-01-31,Kerala,Thiruvananthapuram,Verified,High,AM009,<1L,TRUE,,2021-01-31 00:00:00
MER00293,AgroLink Farms252,SaaS,Silver,2022-09-24,Maharashtra,Thane,Verified,Medium,AM002,<1L,TRUE,,2022-09-24 00:00:00
MER00294,HealthFirst Clinics240,Insurance,Gold,2023-03-28,Rajasthan,Jaipur,Rejected,Medium,AM012,1L-10L,TRUE,,2023-03-28 00:00:00
MER00295,DevOps360 SaaS596,SaaS,Bronze,2022-05-30,Gujarat,Surat,Verified,Medium,AM001,10L-1Cr,TRUE,,2022-05-30 00:00:00
MER00296,LeapEdu Platform387,Media & Entertainment,Bronze,2022-04-29,Maharashtra,Pune,Rejected,Low,AM008,<1L,TRUE,,2022-04-29 00:00:00
MER00297,MegaMall Retail910,Logistics,Bronze,2023-02-22,Bihar,Bhagalpur,Verified,High,AM006,<1L,TRUE,,2023-02-22 00:00:00
MER00298,FinSecure Broking425,E-Commerce,Bronze,2022-01-03,Madhya Pradesh,Jabalpur,Rejected,Medium,AM019,>1Cr,TRUE,,2022-01-03 00:00:00
MER00299,MegaMall Retail929,Retail,Bronze,2022-07-10,Bihar,Patna,Verified,Low,AM008,<1L,TRUE,,2022-07-10 00:00:00
MER00300,GrocerFast App100,FMCG,Bronze,2021-07-26,Gujarat,Surat,Pending,High,AM011,<1L,TRUE,,2021-07-26 00:00:00
MER00301,CloudSuite SaaS700,Insurance,Bronze,2023-03-04,Kerala,Kozhikode,Rejected,Low,AM013,1L-10L,TRUE,,2023-03-04 00:00:00
MER00302,ByteCart Technologies409,Travel,Gold,2021-06-11,Gujarat,Rajkot,Verified,Low,AM018,10L-1Cr,TRUE,,2021-06-11 00:00:00
MER00303,PrintPro Design728,HealthTech,Silver,2022-11-13,Madhya Pradesh,Gwalior,Verified,Medium,AM005,<1L,TRUE,,2022-11-13 00:00:00
MER00304,ShopKart India818,E-Commerce,Silver,2023-03-01,Haryana,Faridabad,Verified,High,AM020,<1L,TRUE,,2023-03-01 00:00:00
MER00305,FinSecure Broking206,Logistics,Silver,2021-12-06,Bihar,Muzaffarpur,Rejected,Low,AM003,10L-1Cr,TRUE,,2021-12-06 00:00:00
MER00306,RapidShip Courier754,Logistics,Bronze,2022-04-03,Kerala,Kochi,Verified,Medium,AM001,<1L,FALSE,2023-01-02,2022-04-03 00:00:00
MER00307,DataDrive Analytics850,Travel,Bronze,2022-02-28,Rajasthan,Udaipur,Verified,Low,AM016,10L-1Cr,TRUE,,2022-02-28 00:00:00
MER00308,FinSecure Broking766,E-Commerce,Bronze,2021-06-16,Madhya Pradesh,Jabalpur,Verified,Low,AM004,<1L,TRUE,,2021-06-16 00:00:00
MER00309,FreshDeal FMCG484,EdTech,Bronze,2022-07-15,Tamil Nadu,Madurai,Verified,Medium,AM016,10L-1Cr,TRUE,,2022-07-15 00:00:00
MER00310,CargoExpress Logistics769,EdTech,Silver,2022-03-21,Tamil Nadu,Madurai,Verified,Low,AM018,10L-1Cr,TRUE,,2022-03-21 00:00:00
MER00311,StreamZone OTT653,E-Commerce,Bronze,2021-11-01,Telangana,Nizamabad,Verified,High,AM005,<1L,TRUE,,2021-11-01 00:00:00
MER00312,ShopKart India537,Retail,Silver,2022-11-09,Karnataka,Mysuru,Verified,Low,AM010,>1Cr,TRUE,,2022-11-09 00:00:00
MER00313,GrocerFast App964,SaaS,Silver,2022-02-12,Karnataka,Bengaluru,Verified,Low,AM012,10L-1Cr,TRUE,,2022-02-12 00:00:00
MER00314,EduPath Learning291,Logistics,Platinum,2022-03-27,West Bengal,Durgapur,Verified,Low,AM004,<1L,TRUE,,2022-03-27 00:00:00
MER00315,EduPath Learning927,Insurance,Silver,2023-02-14,Uttar Pradesh,Lucknow,Pending,High,AM014,>1Cr,TRUE,,2023-02-14 00:00:00
MER00316,RapidShip Courier987,EdTech,Silver,2021-08-30,Bihar,Bhagalpur,Pending,Medium,AM017,1L-10L,TRUE,,2021-08-30 00:00:00
MER00317,SkyFly Travels919,Retail,Bronze,2022-09-28,Haryana,Faridabad,Rejected,Low,AM007,10L-1Cr,TRUE,,2022-09-28 00:00:00
MER00318,CloudSuite SaaS143,HealthTech,Platinum,2022-12-01,Rajasthan,Udaipur,Verified,Medium,AM003,<1L,TRUE,,2022-12-01 00:00:00
MER00319,StyleHub Fashion506,E-Commerce,Silver,2021-10-10,Uttar Pradesh,Varanasi,Verified,Low,AM019,1L-10L,TRUE,,2021-10-10 00:00:00
MER00320,LeapEdu Platform202,SaaS,Gold,2023-03-10,Bihar,Muzaffarpur,Pending,Low,AM016,1L-10L,TRUE,,2023-03-10 00:00:00
MER00321,GrocerFast App138,Travel,Gold,2021-05-28,Tamil Nadu,Chennai,Verified,High,AM008,<1L,TRUE,,2021-05-28 00:00:00
MER00322,GrocerFast App375,SaaS,Silver,2021-12-12,Bihar,Muzaffarpur,Verified,Low,AM004,>1Cr,TRUE,,2021-12-12 00:00:00
MER00323,QuickMart Retail237,FMCG,Bronze,2022-03-30,Telangana,Karimnagar,Verified,Medium,AM003,<1L,TRUE,,2022-03-30 00:00:00
MER00324,JetTravel Pvt Ltd943,FMCG,Bronze,2023-02-17,Rajasthan,Jaipur,Verified,Low,AM010,10L-1Cr,TRUE,,2023-02-17 00:00:00
MER00325,HealthFirst Clinics238,HealthTech,Bronze,2023-06-20,Madhya Pradesh,Indore,Pending,Low,AM002,<1L,TRUE,,2023-06-20 00:00:00
MER00326,DataDrive Analytics151,Retail,Silver,2021-07-23,Bihar,Bhagalpur,Verified,Low,AM001,<1L,TRUE,,2021-07-23 00:00:00
MER00327,GrocerFast App708,Insurance,Gold,2023-06-11,West Bengal,Durgapur,Verified,High,AM009,10L-1Cr,TRUE,,2023-06-11 00:00:00
MER00328,GreenMart Organic192,Media & Entertainment,Platinum,2021-02-20,Telangana,Warangal,Pending,Medium,AM007,<1L,TRUE,,2021-02-20 00:00:00
MER00329,CargoExpress Logistics625,Retail,Bronze,2023-02-25,Maharashtra,Pune,Verified,Medium,AM001,<1L,TRUE,,2023-02-25 00:00:00
MER00330,TechNation Cloud924,Travel,Bronze,2022-12-28,Telangana,Nizamabad,Pending,Low,AM007,1L-10L,TRUE,,2022-12-28 00:00:00
MER00331,RapidShip Courier633,Insurance,Silver,2022-08-22,Andhra Pradesh,Guntur,Verified,Medium,AM010,<1L,TRUE,,2022-08-22 00:00:00
MER00332,SwiftLog Solutions593,SaaS,Silver,2021-10-11,Karnataka,Hubli,Verified,Critical,AM010,<1L,TRUE,,2021-10-11 00:00:00
MER00333,SkyFly Travels883,Media & Entertainment,Bronze,2023-04-05,Delhi,Noida,Verified,Medium,AM001,10L-1Cr,TRUE,,2023-04-05 00:00:00
MER00334,PlayStream Media365,Media & Entertainment,Silver,2022-02-02,Bihar,Gaya,Verified,Medium,AM018,1L-10L,TRUE,,2022-02-02 00:00:00
MER00335,GrocerFast App787,Insurance,Silver,2023-05-16,Gujarat,Surat,Verified,Low,AM009,10L-1Cr,TRUE,,2023-05-16 00:00:00
MER00336,StyleHub Fashion881,EdTech,Gold,2022-11-28,Bihar,Gaya,Verified,Medium,AM010,1L-10L,TRUE,,2022-11-28 00:00:00
MER00337,AgroLink Farms439,EdTech,Gold,2021-10-29,Gujarat,Rajkot,Verified,Medium,AM019,>1Cr,TRUE,,2021-10-29 00:00:00
MER00338,MediQuick Health583,Travel,Gold,2021-05-03,Bihar,Muzaffarpur,Verified,High,AM005,<1L,TRUE,,2021-05-03 00:00:00
MER00339,JetTravel Pvt Ltd450,HealthTech,Bronze,2022-04-14,Rajasthan,Jaipur,Verified,Medium,AM006,1L-10L,TRUE,,2022-04-14 00:00:00
MER00340,LearnNow EdTech104,Media & Entertainment,Gold,2023-02-19,West Bengal,Howrah,Verified,Medium,AM003,<1L,TRUE,,2023-02-19 00:00:00
